Sample,Study,Site,Country,Lat,Long,Year,ENA,All samples same individual,Population,% callable,QC pass,Exclusion reason,Is returning traveller
PV0048-C,1020-PF-VN-BONI,Binh Phuoc,Viet Nam,11.7184,106.832469,2010,ERR022911,PV0048-C,ESEA,89.74,TRUE,Analysis_set,FALSE
PV0080-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126391,PV0080-C,ESEA,89.41,TRUE,Analysis_set,FALSE
PV0081-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR128859,PV0081-C,ESEA,90.38,TRUE,Analysis_set,FALSE
PV0082-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126562,PV0082-C,ESEA,90.28,TRUE,Analysis_set,FALSE
PV0083-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126370,PV0083-C,ESEA,90.35,TRUE,Analysis_set,FALSE
PV0084-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126371,PV0084-C,ESEA,90.65,TRUE,Analysis_set,FALSE
PV0085-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR128860,PV0085-C,ESEA,90.15,TRUE,Analysis_set,FALSE
PV0086-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126009,PV0086-C,ESEA,89.81,TRUE,Analysis_set,FALSE
PV0087-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126445,PV0087-C,ESEA,90.67,TRUE,Analysis_set,FALSE
PV0088-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126372,PV0088-C,ESEA,89.59,TRUE,Analysis_set,FALSE
PV0089-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126550,PV0089-C,ESEA,90.08,TRUE,Analysis_set,FALSE
PV0090-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126392,PV0090-C,ESEA,3.23,FALSE,Less_than_50pc_callable,FALSE
PV0091-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126407,PV0091-C,ESEA,89.88,TRUE,Analysis_set,FALSE
PV0092-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126551,PV0092-C,ESEA,77.81,TRUE,Analysis_set,FALSE
PV0093-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126393,PV0093-C,ESEA,88.58,TRUE,Analysis_set,FALSE
PV0094-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126552,PV0094-C,ESEA,90.21,TRUE,Analysis_set,FALSE
PV0095-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126530,PV0095-C,ESEA,38.87,FALSE,Less_than_50pc_callable,FALSE
PV0096-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126446,PV0096-C,ESEA,23.85,FALSE,Less_than_50pc_callable,FALSE
PV0097-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126469,PV0097-C,ESEA,70.78,TRUE,Analysis_set,FALSE
PV0098-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126447,PV0098-C,ESEA,90.21,TRUE,Analysis_set,FALSE
PV0099-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR128861,PV0099-C,ESEA,90.36,TRUE,Analysis_set,FALSE
PV0100-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126448,PV0100-C,ESEA,90.59,TRUE,Analysis_set,FALSE
PV0101-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126433,PV0101-C,ESEA,89.65,TRUE,Analysis_set,FALSE
PV0102-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126380,PV0102-C,ESEA,89.65,TRUE,Analysis_set,FALSE
PV0104-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126520,PV0104-C,ESEA,0.01,FALSE,Less_than_50pc_callable,FALSE
PV0105-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126423,PV0105-C,ESEA,70.21,TRUE,Analysis_set,FALSE
PV0109-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126493,PV0109-C,ESEA,82.9,TRUE,Analysis_set,FALSE
PV0110-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126373,PV0110-C,ESEA,90.87,TRUE,Analysis_set,FALSE
PV0111-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126456,PV0111-C,ESEA,31.68,FALSE,Less_than_50pc_callable,FALSE
PV0112-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126553,PV0112-C,ESEA,89.83,TRUE,Analysis_set,FALSE
PV0113-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126374,PV0113-C,ESEA,90.97,TRUE,Analysis_set,FALSE
PV0114-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126394,PV0114-C,ESEA,90.45,TRUE,Analysis_set,FALSE
PV0115-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126408,PV0115-C,ESEA,90.09,TRUE,Analysis_set,FALSE
PV0116-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126470,PV0116-C,ESEA,90.24,TRUE,Analysis_set,FALSE
PV0117-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126395,PV0117-C,ESEA,90.19,TRUE,Analysis_set,FALSE
PV0118-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126563,PV0118-C,ESEA,90.27,TRUE,Analysis_set,FALSE
PV0120-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126564,PV0120-C,ESEA,90.23,TRUE,Analysis_set,FALSE
PV0122-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126381,PV0122-C,ESEA,88.36,TRUE,Analysis_set,FALSE
PV0123-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126471,PV0123-C,ESEA,0.6,FALSE,Less_than_50pc_callable,FALSE
PV0124-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126010,PV0124-C,ESEA,90.18,TRUE,Analysis_set,FALSE
PV0125-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126023,PV0125-C,ESEA,89.59,TRUE,Analysis_set,FALSE
PV0126-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126434,PV0126-C,ESEA,89.87,TRUE,Analysis_set,FALSE
PV0127-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126382,PV0127-C,ESEA,90.92,TRUE,Analysis_set,FALSE
PV0128-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126383,PV0128-C,ESEA,90.16,TRUE,Analysis_set,FALSE
PV0129-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126396,PV0129-C,ESEA,90.51,TRUE,Analysis_set,FALSE
PV0130-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126397,PV0130-C,ESEA,90.32,TRUE,Analysis_set,FALSE
PV0132-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126424,PV0132-C,ESEA,64.77,TRUE,Analysis_set,FALSE
PV0133-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR128862,PV0133-C,ESEA,90.63,TRUE,Analysis_set,FALSE
PV0134-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR128863,PV0134-C,ESEA,90.43,TRUE,Analysis_set,FALSE
PV0135-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126540,PV0135-C,ESEA,90.24,TRUE,Analysis_set,FALSE
PV0136-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126457,PV0136-C,ESEA,5.8,FALSE,Less_than_50pc_callable,FALSE
PV0137-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126024,PV0137-C,ESEA,86.07,TRUE,Analysis_set,FALSE
PV0138-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126025,PV0138-C,ESEA,90.15,TRUE,Analysis_set,FALSE
PV0139-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126375,PV0139-C,ESEA,90.5,TRUE,Analysis_set,FALSE
PV0140-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126449,PV0140-C,ESEA,89.99,TRUE,Analysis_set,FALSE
PV0141-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126458,PV0141-C,ESEA,52.97,TRUE,Analysis_set,FALSE
PV0142-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126425,PV0142-C,ESEA,88.57,TRUE,Analysis_set,FALSE
PV0143-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126521,PV0143-C,ESEA,0.64,FALSE,Less_than_50pc_callable,FALSE
PV0144-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126483,PV0144-C,ESEA,79.31,TRUE,Analysis_set,FALSE
PV0145-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126507,PV0145-C,ESEA,7.25,FALSE,Less_than_50pc_callable,FALSE
PV0146-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126508,PV0146-C,ESEA,0.96,FALSE,Less_than_50pc_callable,FALSE
PV0147-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126384,PV0147-C,ESEA,90.43,TRUE,Analysis_set,FALSE
PV0148-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126435,PV0148-C,ESEA,90.59,TRUE,Analysis_set,FALSE
PV0149-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126541,PV0149-C,ESEA,84.08,TRUE,Analysis_set,FALSE
PV0150-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126522,PV0150-C,ESEA,19.77,FALSE,Less_than_50pc_callable,FALSE
PV0151-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR128864,PV0151-C,ESEA,90.12,TRUE,Analysis_set,FALSE
PV0152-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126484,PV0152-C,ESEA,78.02,TRUE,Analysis_set,FALSE
PV0153-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126509,PV0153-C,ESEA,78.91,TRUE,Analysis_set,FALSE
PV0154-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126531,PV0154-C,ESEA,13.02,FALSE,Less_than_50pc_callable,FALSE
PV0155-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126542,PV0155-C,ESEA,89.8,TRUE,Analysis_set,FALSE
PV0156-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126436,PV0156-C,ESEA,68.35,TRUE,Analysis_set,FALSE
PV0158-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126565,PV0158-C,ESEA,89.94,TRUE,Analysis_set,FALSE
PV0159-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126532,PV0159-C,ESEA,2.12,FALSE,Less_than_50pc_callable,FALSE
PV0160-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126543,PV0160-C,ESEA,90.43,TRUE,Analysis_set,FALSE
PV0161-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126554,PV0161-C,ESEA,88.92,TRUE,Analysis_set,FALSE
PV0165-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126459,PV0165-C,ESEA,3.27,FALSE,Less_than_50pc_callable,FALSE
PV0167-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126555,PV0167-C,ESEA,89.92,TRUE,Analysis_set,FALSE
PV0168-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126485,PV0168-C,ESEA,11.96,FALSE,Less_than_50pc_callable,FALSE
PV0169-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126026,PV0169-C,ESEA,87.44,TRUE,Analysis_set,FALSE
PV0170-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126494,PV0170-C,ESEA,60.11,TRUE,Analysis_set,FALSE
PV0173-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126460,PV0173-C,ESEA,14.66,FALSE,Less_than_50pc_callable,FALSE
PV0174-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126398,PV0174-C,ESEA,87.32,TRUE,Analysis_set,FALSE
PV0175-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126450,PV0175-C,ESEA,37.58,FALSE,Less_than_50pc_callable,FALSE
PV0176-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126486,PV0176-C,ESEA,74.92,TRUE,Analysis_set,FALSE
PV0177-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126409,PV0177-C,ESEA,35.19,FALSE,Less_than_50pc_callable,FALSE
PV0179-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126533,PV0179-C,ESEA,0.24,FALSE,Less_than_50pc_callable,FALSE
PV0180-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126437,PV0180-C,ESEA,89.08,TRUE,Analysis_set,FALSE
PV0182-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126566,PV0182-C,ESEA,89.75,TRUE,Analysis_set,FALSE
PV0183-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126399,PV0183-C,ESEA,90.86,TRUE,Analysis_set,FALSE
PV0184-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126495,PV0184-C,ESEA,88.36,TRUE,Analysis_set,FALSE
PV0185-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126510,PV0185-C,ESEA,89.95,TRUE,Analysis_set,FALSE
PV0186-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126376,PV0186-C,ESEA,90.28,TRUE,Analysis_set,FALSE
PV0187-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR128865,PV0187-C,ESEA,87.65,TRUE,Analysis_set,FALSE
PV0188-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126567,PV0188-C,ESEA,90.68,TRUE,Analysis_set,FALSE
PV0189-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126438,PV0189-C,ESEA,80.25,TRUE,Analysis_set,FALSE
PV0190-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126461,PV0190-C,ESEA,0.32,FALSE,Less_than_50pc_callable,FALSE
PV0192-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126410,PV0192-C,ESEA,88.42,TRUE,Analysis_set,FALSE
PV0193-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126011,PV0193-C,ESEA,89.81,TRUE,Analysis_set,FALSE
PV0194-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126556,PV0194-C,ESEA,89.67,TRUE,Analysis_set,FALSE
PV0195-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126568,PV0195-C,ESEA,90.14,TRUE,Analysis_set,FALSE
PV0197-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126462,PV0197-C,ESEA,89.8,TRUE,Analysis_set,FALSE
PV0198-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126472,PV0198-C,ESEA,0.42,FALSE,Less_than_50pc_callable,FALSE
PV0200-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126496,PV0200-C,ESEA,3.94,FALSE,Less_than_50pc_callable,FALSE
PV0201-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126473,PV0201-C,ESEA,27.76,FALSE,Less_than_50pc_callable,FALSE
PV0202-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126385,PV0202-C,ESEA,90.49,TRUE,Analysis_set,FALSE
PV0204-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126557,PV0204-C,ESEA,89.78,TRUE,Analysis_set,FALSE
PV0205-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126497,PV0205-C,ESEA,72.76,TRUE,Analysis_set,FALSE
PV0206-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126498,PV0206-C,ESEA,56.02,TRUE,Analysis_set,FALSE
PV0209-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126411,PV0209-C,ESEA,90.13,TRUE,Analysis_set,FALSE
PV0210-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126012,PV0210-C,ESEA,77.02,TRUE,Analysis_set,FALSE
PV0211-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126386,PV0211-C,ESEA,90.39,TRUE,Analysis_set,FALSE
PV0212-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR128866,PV0212-C,ESEA,90.88,TRUE,Analysis_set,FALSE
PV0214-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126534,PV0214-C,ESEA,3.6,FALSE,Less_than_50pc_callable,FALSE
PV0215-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126544,PV0215-C,ESEA,90.33,TRUE,Analysis_set,FALSE
PV0216-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126013,PV0216-C,ESEA,73.76,TRUE,Analysis_set,FALSE
PV0218-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126400,PV0218-C,ESEA,79.61,TRUE,Analysis_set,FALSE
PV0219-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126412,PV0219-C,ESEA,79.54,TRUE,Analysis_set,FALSE
PV0220-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126558,PV0220-C,ESEA,90.01,TRUE,Analysis_set,FALSE
PV0221-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR128867,PV0221-C,ESEA,90.31,TRUE,Analysis_set,FALSE
PV0222-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2010,ERR126387,PV0222-C,ESEA,48.48,FALSE,Less_than_50pc_callable,FALSE
PV0223-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR128868,PV0223-C,ESEA,90.06,TRUE,Analysis_set,FALSE
PV0224-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126569,PV0224-C,ESEA,90.77,TRUE,Analysis_set,FALSE
PV0225-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126388,PV0225-C,ESEA,91.02,TRUE,Analysis_set,FALSE
PV0226-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126401,PV0226-C,ESEA,90.67,TRUE,Analysis_set,FALSE
PV0227-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126474,PV0227-C,ESEA,86.72,TRUE,Analysis_set,FALSE
PV0228-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126426,PV0228-C,ESEA,88.21,TRUE,Analysis_set,FALSE
PV0229-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR128869,PV0229-C,ESEA,90.47,TRUE,Analysis_set,FALSE
PV0230-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126413,PV0230-C,ESEA,88.34,TRUE,Analysis_set,FALSE
PV0231-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126414,PV0231-C,ESEA,90.69,TRUE,Analysis_set,FALSE
PV0232-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126014,PV0232-C,ESEA,23.52,FALSE,Less_than_50pc_callable,FALSE
PV0233-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126377,PV0233-C,ESEA,91.03,TRUE,Analysis_set,FALSE
PV0234-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126378,PV0234-C,ESEA,90.29,TRUE,Analysis_set,FALSE
PV0235-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126545,PV0235-C,ESEA,89.93,TRUE,Analysis_set,FALSE
PV0236-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126402,PV0236-C,ESEA,87.5,TRUE,Analysis_set,FALSE
PV0237-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126389,PV0237-C,ESEA,90.07,TRUE,Analysis_set,FALSE
PV0238-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126015,PV0238-C,ESEA,72.19,TRUE,Analysis_set,FALSE
PV0239-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126390,PV0239-C,ESEA,90.4,TRUE,Analysis_set,FALSE
PV0240-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126546,PV0240-C,ESEA,90.24,TRUE,Analysis_set,FALSE
PV0241-C,1008-PF-SEA-RINGWALD,Phuoc Long,Viet Nam,10.81366,106.778,2011,ERR126570,PV0241-C,ESEA,90.1,TRUE,Analysis_set,FALSE
PV0243-Cx,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388793,"PV0243-Cx,PV0243-Cx2",ESEA,49.66,FALSE,Lower_covered_duplicate,FALSE
PV0243-Cx2,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388796,"PV0243-Cx,PV0243-Cx2",ESEA,86.65,TRUE,Analysis_set,FALSE
PV0244-C,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR171584,PV0244-C,ESEA,80.76,TRUE,Analysis_set,FALSE
PV0245-Cx,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388790,"PV0245-Cx,PV0245-Cx2",ESEA,67.4,FALSE,Lower_covered_duplicate,FALSE
PV0245-Cx2,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388795,"PV0245-Cx,PV0245-Cx2",ESEA,89.5,TRUE,Analysis_set,FALSE
PV0246-C,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR175499,PV0246-C,ESEA,88.7,TRUE,Analysis_set,FALSE
PV0247-Cx,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388791,"PV0247-Cx,PV0247-Cx2",ESEA,66.42,FALSE,Lower_covered_duplicate,FALSE
PV0247-Cx2,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388794,"PV0247-Cx,PV0247-Cx2",ESEA,89.87,TRUE,Analysis_set,FALSE
PV0248-C,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR180067,PV0248-C,ESEA,90.77,TRUE,Analysis_set,FALSE
PV0249-Cx,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR388792,PV0249-Cx,ESEA,88.55,TRUE,Analysis_set,FALSE
PV0250-C,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR180094,PV0250-C,ESEA,90.12,TRUE,Analysis_set,FALSE
PV0251-C,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR175509,PV0251-C,ESEA,84.32,TRUE,Analysis_set,FALSE
PV0252-C,1052-PF-TRAC-WHITE,Binh Phuoc,Viet Nam,11.7184,106.832469,2011,ERR337569,PV0252-C,ESEA,90.88,TRUE,Analysis_set,FALSE
